Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Somalia,SOM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
Somalia,SOM,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
Somalia,SOM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,0
Somalia,SOM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Somalia,SOM,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Somalia,SOM,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Somalia,SOM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Somalia,SOM,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Somalia,SOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
South Africa,ZAF,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
South Africa,ZAF,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
South Africa,ZAF,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
South Africa,ZAF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
South Africa,ZAF,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
South Africa,ZAF,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
South Africa,ZAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
South Africa,ZAF,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
South Africa,ZAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7503.27038122162
South Sudan,SSD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,1.5
South Sudan,SSD,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1.5
South Sudan,SSD,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2
South Sudan,SSD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
South Sudan,SSD,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
South Sudan,SSD,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
South Sudan,SSD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
South Sudan,SSD,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
South Sudan,SSD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Sudan,SDN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,1.5
Sudan,SDN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2
Sudan,SDN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,3
Sudan,SDN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Sudan,SDN,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Sudan,SDN,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Sudan,SDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sudan,SDN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sudan,SDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1923.4226201404
Swaziland,SWZ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
Swaziland,SWZ,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
Swaziland,SWZ,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,4
Swaziland,SWZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Swaziland,SWZ,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Swaziland,SWZ,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Swaziland,SWZ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Swaziland,SWZ,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Swaziland,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3906.26187791264
Syrian Arab Republic,SYR,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
Syrian Arab Republic,SYR,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
Syrian Arab Republic,SYR,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,1
Syrian Arab Republic,SYR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Syrian Arab Republic,SYR,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Syrian Arab Republic,SYR,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Syrian Arab Republic,SYR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Syrian Arab Republic,SYR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Syrian Arab Republic,SYR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Tanzania,TZA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Tanzania,TZA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5
Tanzania,TZA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
Tanzania,TZA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Tanzania,TZA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Tanzania,TZA,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Tanzania,TZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Tanzania,TZA,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tanzania,TZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,866.95440122464
Togo,TGO,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5
Togo,TGO,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5
Togo,TGO,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,6
Togo,TGO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Togo,TGO,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Togo,TGO,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Togo,TGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Togo,TGO,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Togo,TGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,558.118723194939
Tunisia,TUN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
Tunisia,TUN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
Tunisia,TUN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,3
Tunisia,TUN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Tunisia,TUN,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Tunisia,TUN,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Tunisia,TUN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Tunisia,TUN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tunisia,TUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4265.37198811308
Uganda,UGA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2
Uganda,UGA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5
Uganda,UGA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,6
Uganda,UGA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Uganda,UGA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Uganda,UGA,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Uganda,UGA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Uganda,UGA,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Uganda,UGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,662.434327460091
United Arab Emirates,ARE,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
United Arab Emirates,ARE,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
United Arab Emirates,ARE,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2
United Arab Emirates,ARE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
United Arab Emirates,ARE,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
United Arab Emirates,ARE,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
United Arab Emirates,ARE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
United Arab Emirates,ARE,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
United Arab Emirates,ARE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,40864.2498465749
West Bank and Gaza,PSE,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..
West Bank and Gaza,PSE,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..
West Bank and Gaza,PSE,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,0
West Bank and Gaza,PSE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
West Bank and Gaza,PSE,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
West Bank and Gaza,PSE,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
West Bank and Gaza,PSE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
West Bank and Gaza,PSE,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
West Bank and Gaza,PSE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2570.67572251072
"Yemen, Rep.",YEM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,1.5
"Yemen, Rep.",YEM,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2
"Yemen, Rep.",YEM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,0
"Yemen, Rep.",YEM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
"Yemen, Rep.",YEM,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
"Yemen, Rep.",YEM,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
"Yemen, Rep.",YEM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
"Yemen, Rep.",YEM,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Yemen, Rep.",YEM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,679.667360030094
Zambia,ZMB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3
Zambia,ZMB,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3
Zambia,ZMB,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,7
Zambia,ZMB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Zambia,ZMB,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Zambia,ZMB,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Zambia,ZMB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Zambia,ZMB,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Zambia,ZMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1627.27470358632
Zimbabwe,ZWE,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2
Zimbabwe,ZWE,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2
Zimbabwe,ZWE,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5
Zimbabwe,ZWE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..
Zimbabwe,ZWE,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..
Zimbabwe,ZWE,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..
Zimbabwe,ZWE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Zimbabwe,ZWE,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Zimbabwe,ZWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,917.563715202795
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/19/2017,,,,
