project_id;donor;title;year;year_uncertain;description;crs_sector_code;crs_sector_name;sector_comment;status;status_code;flow;all_recipients;sources;sources_count;funding_agency;implementing_agency;donor_agency;donor_agency_count;recipient_agencies;recipient_agencies_count;verified;verified_code;flow_class;flow_class_code;intent;intent_code;active;active_code;factiva_sources;amount;currency;deflators_used;exchange_rates_used;usd_defl;usd_current;start_actual;start_planned;end_actual;end_planned;recipient_count;recipient_condensed;recipient_cow_code;recipient_oecd_code;recipient_oecd_name;recipient_iso3;recipient_iso2;recipient_un_code;recipient_imf_code;debt_uncertian;line_of_credit;is_cofinanced;is_ground_truthing;loan_type;interest_rate;maturity;grace_period;grant_element;updated_at;location_details;contacts;is_official_finance
1772;China;Food Shortage Aid;2006;FALSE;On April 12, 2006, China donated 1.23 billion TZS to Tanzania to assist with a drought-caused food shortage. Tanzanian PM Edward Lowassa praised the donation. The current status of this project is unknown.;520;Developmental Food Aid/Food Security Assistance;;Implementation;2;Monetary Grant (excluding debt forgiveness);Tanzania;http://global.factiva.com/aa/?ref=XNEWS00020060412e24c0040j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=XNEWS00020060412e24c0040j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1230000000;TZS;0,743052144;1251,899973;1322257,959;982506,6112;;;;;1;Tanzania;510;282;Tanzania;TZA;TZ;834;738;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:43;;"Yu Qingtai, ; Edward Lowassa,";1
30588;China;Food aid delivery;2012;FALSE;In January 2012, China delivered a food aid package worth 10 million USD to Goubetto village residents affected by a drought. Djiboutian Interior Minister Hassan Darar Houffaneh, Secretary of State for National Solidarity Zahra Youssouf Kayad, and other senior Djiboutian officials accompanied China's Ambassador Zhang Guoqing to the Ali Sabieh region to hand out the donations.;700;Emergency Response;;Completion;3;In-kind Grant (Goods or Services);Djibouti;http://sabahionline.com/en_GB/articles/hoa/articles/newsbriefs/2012/01/09/newsbrief-07, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;10000000;USD;1,189796;1;8404802,168;10000000;;;;;1;Djibouti;522;274;Djibouti;DJI;DJ;262;611;FALSE;FALSE;FALSE;FALSE;;;;;;13.11.13 09:29;Goubetto, Ali Sabieh region;"Hassan Darar Houffaneh, Djibouti Interior Minister ; Zhang Guoqing, Chinese Ambassador to Djibouti ; Zahra Youssouf Kayad, Secretary of State for National Solidarity";1
13059;China;Foreign Ministry Renovation;2004;TRUE;On January 8, 2004, the keys to the new Foreign Ministry conference room, entirely renovated by China, were handed over to the DRC. The commitment year, start date, financial amount, and implementing agency are yet unknown.;150;Government and Civil Society;;Completion;3;In-kind Grant (Goods or Services);Congo, Dem. Rep.;http://global.factiva.com/aa/?ref=BBCAP00020040110e01a0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=BBCAP00020040110e01a0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;08. Jan 04;;1;Congo, Dem. Rep.;490;235;Congo, Dem. Rep.;COD;CD;180;636;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;;1
1275;China;Foreign affairs Ministry computer program;2010;FALSE;On January 6, 2010 Chinaâ€™s Minister for Foreign Affairs Yang Jiechi and the Kenyan Minister for Foreign Affairs Moses Wetangâ€™ula signed an Economic and Technical Cooperation Agreement between Kenya and China. As part of the agreement, China will give Kenya grant of $150,000 to finance a computer program at the Ministry of Foreign affairs. The Agreement also stipulates that China will give Kenya $7.2 million to finance development projects of the Kenyaâ€™s choice.;150;Government and Civil Society;;Pipeline: Commitment;11;Monetary Grant (excluding debt forgiveness);Kenya;"http://www.guardian.co.uk/world/us-embassy-cables-documents/249097, Media Report, including Wikileaks; http://www.state.gov/e/eb/rls/othr/ics/2010/138092.htm, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=AFNWS00020100107e6170003l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";3;;;;;Kenyan Foreign Affairs Ministry, Government Agency;1;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020100107e6170003l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;11000000;USD;1,075643212;1;10226439,28;11000000;;;;;1;Kenya;501;248;Kenya;KEN;KE;404;664;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;"Foreign minister, ; Mr Yang Jiechi,";1
20089;China;Fourth Interest-free Loan for MBC Headquarters;2006;FALSE;On June 8th, 2001, the Mauritian Cabinet agreed to the signing of an interest-free loan agreement of 20 million CNY for project financing, with projects to be decided by both sides. Then, in 2004, the Cabinet held a Working Session with a Chinese delegation, resulting in a new interest-free loan agreement of 20 million CNY and the decision to use these loan funds for the construction of a new headquarters for the Mauritius Broadcasting Corporation at EbÃ¨ne. The Beijing Construction Engineering Co. Ltd. agreed to implement the project. The total project cost of 650 million MUR was discussed in the Cabinet, however this was greater than the Chinese commitment. In January of 2005, acting foreign affairs minister Arianne Navarre-Marie signed an interest-free loan agreement for 150 million MUR that will be refundable after a 10-year period beginning 2015. It was reported at the time that this loan would partly be used for the construction of a new radio and television station. On January 19th of 2006, Minister of Finance Rama Sithanen signed an Economic and Technical Cooperation agreement with Chinese ambassador Xu Menghsui (as reported) for an interest-free loan of 70 million MUR. At the time, it was slated for projects to be determined. Part of the 70 million MUR loan was used for the headquarters, while part was used to finance radio and TV broadcasting equipment for the company. Finally, in August of 2006, the Chinese government provided an interest-free loan of 100 million CNY for the design, construction, and engineering of the new Mauritius Broadcasting Corp.'s headquarters. This involved the provision of technical assistance. The International Engineering Department of Beijing Construction Engineering Group Co., Ltd. (BCEG) began construction in March of 2008. The construction was completed in June of 2010.The other four loans that financed this project are project ID#20881 ID#20104 ID#1144 and ID#21229;220;Communications;;Completion;3;Loan (excluding debt rescheduling);Mauritius;"http://www.gov.mu/portal/site/Mainhomepage/menuitem.a42b24128104d9845dabddd154508a0c/?content_id=f8d9188ca9f6d210VgnVCM1000000a04a8c0RCRD, Government Source (Donor/Recipient); http://www.bcegi.com.cn/news/jggjb/26.pdf, Other Official Source (non-Donor, non-Recipient); http://www.bcegi.com.cn/eng/view.php?tid=20&cid=9, Other Official Source (non-Donor, non-Recipient); http://dspace.cigilibrary.org/jspui/bitstream/123456789/32406/1/MauritiusInvestmentRelations.pdf?1, NGO/Civil Society/Advocacy; http://global.factiva.com/aa/?ref=BBCAP00020050125e11p0025t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.lexpress.mu/services/archive-35086-new-dawn-for-china-mauritius-relations.html, Media Report, including Wikileaks; http://www.gov.mu/portal/site/pmosite?content_id=3c680bd3bcff7010VgnVCM100000ca6a12acRCRD, Government Source (Donor/Recipient); http://www.gov.mu/portal/goc/assemblysite/file/hansardsecd810.pdf, Government Source (Donor/Recipient); http://www.gov.mu/portal/goc/treasury/file/annual09j/STATM.pdf, Government Source (Donor/Recipient); http://www.gov.mu/portal/goc/treasury/file/annual06/statj.pdf, Government Source (Donor/Recipient); http://www.fmprc.gov.cn/eng/wjb/zzjg/fzs/gjlb/3039/, Government Source (Donor/Recipient); http://www.panapress.com/Mauritius-gets-$2.3-million-Chinese-loan--13-578166-18-lang2-index.html, Media Report, including Wikileaks; http://www.gov.mu/portal/site/pmosite/menuitem.4ca0efdee47462e7440a600248a521ca/?content_id=3b24534d7bff7010VgnVCM100000ca6a12acRCRD, Government Source (Donor/Recipient); http://www.gov.mu/portal/site/Mainhomepage/menuitem.a42b24128104d9845dabddd154508a0c/?content_id=58b47005d8b0a010VgnVCM1000000a04a8c0RCRD, Government Source (Donor/Recipient)";14;;Beijing Construction Engineering Group Co., Ltd. (BCEG), State-Owned Company;Beijing Construction Engineering Group Co., Ltd. (BCEG), State-Owned Company;1;Mauritius Broadcasting Corp., State-Owned Company;1;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=BBCAP00020050125e11p0025t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;70000000;MUR;0,743052144;31,70806667;2971043,33;2207640,117;01. Mar 08;;01. Jun 10;;1;Mauritius;590;257;Mauritius;MUS;MU;480;684;FALSE;FALSE;FALSE;FALSE;Interest-Free;;;;;26.03.13 15:39;EbÃ¨ne;"Arianne Navarre-Marie, ; Rama Sithanen, ; Xu Menghsui,";1
1604;China;Free Visas to Liberian Business Association (LIBA) Members;2006;FALSE;On February 13, 2006 Chinese Ambassador to Liberia Lin Songtian announced that the Chinese government through its Embassy near Monrovia would provide free visas to a delegation of the Liberian Business Association (LIBA). The Chinese Ambassador statement was in response to the Liberian Business Association request for a delegation of the association to travel to the People's Republic of China on a business tour. A 2007 diplomatic cable reported that the Chinese Embassy has financed trips to China by Liberian Business Association delegations to enhance trade ties.;330;Trade and Tourism;;Pipeline: Pledge;12;In-kind Grant (Goods or Services);Liberia;"http://www.cablegatesearch.net/cable.php?id=07MONROVIA289, Media Report, including Wikileaks; http://allafrica.com/stories/200602131068.html, Media Report, including Wikileaks";2;;;;;Liberian Business Association, Private Sector;1;Checked;1;OOF-like;3;Representational;3;Active;1;;;;;;;;;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:42;;Lin Songtian, (Chinese Embassy);1
30275;China;Free cataract operations;2012;FALSE;In May 2012, the Chinese government and the Council for the Blind (CFB) offered free eye operations for three days at Marondera Provincial Hospital. People with congenial cataract problems were operated on, while those with retina problems and in need of drugs were given treatment. The program is expected to benefit people from Mashonaland East Province as well as others from across the country. In 2011, more than 500 patients benefited from free cataract operations under the China-Zimbabwe Friendship Brightness Trust. May be linked to project ID #823.;120;Health;;Completion;3;In-kind Grant (Goods or Services);Zimbabwe;"http://global.factiva.com/aa/?ref=AFNWS00020120524e85n000bt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.herald.co.zw/chinese-doctors-to-perform-free-eye-operations/, Media Report, including Wikileaks";2;;"Council for the Blind, Government Agency; China-Zimbabwe Friendship Brightness Trust, Foundation";"Council for the Blind, Government Agency; China-Zimbabwe Friendship Brightness Trust, Foundation";2;;;Checked;1;OOF-like;3;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020120524e85n000bt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;05.11.13 17:51;Mashonaland East Province;;1
15805;China;Friendship Schools at Coyah;2011;FALSE;It appears that in 2011, Chinese-Guinean friendship schools were under construction. Further details about the schools are unclear. The schools were built through a grant given by the Chinese government.;110;Education;;Implementation;2;Monetary Grant (excluding debt forgiveness);Guinea;"http://www.accessmylibrary.com/article-1G1-254003550/guinean-website-assesses-ties.html, Media Report, including Wikileaks; http://allafrica.com/stories/201207180109.html?page=2, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Guinea;438;243;Guinea;GIN;GN;324;656;FALSE;FALSE;FALSE;FALSE;;;;;;22.07.13 11:17;;Cisse Aboubacar,;1
13330;China;Friendship hospital;2009;FALSE;In 2009, China agreed to assist Guinea with the construction of a Chinese-Guinean Friendship Hospital. The facility was completed in 2010. It is unclear how much the facility was worth and what construction company was responsible for the project.;120;Health;;Completion;3;Unset;Guinea;"http://www.jingxing.com.cn/web/english/onews.asp?id=88, Social Media, including Unofficial Blogs; http://global.factiva.com/aa/?ref=BBCAP00020110415e74f00105&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=BBCAP00020110415e74f00105&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Guinea;438;243;Guinea;GIN;GN;324;656;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Conakry, Guinea;Alpha Conde, President;1
656;China;Friendship hospital;2009;FALSE;A 650 bed Sino-Gabonese Friendship Hospital in Franceville, staffed by Chinese doctors was renovated in 2005 under an intergovernmental agreement. It was built in 1980 through Sino-Gabonese cooperation. Further information, including the projects start and end dates, financial terms, contacts and implementing agencies are unknown. The hospital is one of two hospitals constructed and later renovated at the same time under the same agreements. The second hospital is project #612, the Cooperation Hospital in Libreville.;120;Health;;Completion;3;In-kind Grant (Goods or Services);Gabon;"http://dspace.cigilibrary.org/jspui/bitstream/123456789/29914/1/China%2525252520and%2525252520Gabon%2525252520a%2525252520growing%2525252520resource%2525252520partnership.pdf?1, NGO/Civil Society/Advocacy; http://global.factiva.com/aa/?ref=BMIPME0020111026e7ap00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://vlex.cn/vid/gabon-communication-appreciates-gabono-67563116, Media Report, including Wikileaks";3;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=BMIPME0020111026e7ap00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Gabon;481;239;Gabon;GAB;GA;266;646;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Franceville;;1
1202;China;Funding Concession from China for Rural Expansion Program;2008;FALSE;Mozambique announced it had negotiated a funding concession of US$25mn from China to fund incumbent operator TelecomunicaÃ§Ãµes de MoÃ§ambique (TDM)'s rural expansion programme. Under its rollout plans, the operator aims to cover all 128 districts by 2010, with just 82 districts at present receiving network access. Furthermore, it will also extend its fibre-optic network to provincial capitals Tete, Pemba and Lichinga by the end of 2008. The status of this project today remains unknown.;220;Communications;;Pipeline: Pledge;12;Loan (excluding debt rescheduling);Mozambique;http://global.factiva.com/aa/?ref=EMDN000020080808e4870000j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;TelecomunicaÃ§Ãµes de MoÃ§ambique SARL (TDM), State-Owned Company;1;Checked;1;Vague (Official Finance);5;Mixed (Some Development);6;Active;1;http://global.factiva.com/aa/?ref=EMDN000020080808e4870000j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;25000000;USD;0,988995952;1;25278162,1;25000000;;;;;1;Mozambique;541;259;Mozambique;MOZ;MZ;508;688;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:39;Tete, Pemba, and Lichinga;;1
30049;China;Funding for the renovation of Luanda General Hospital;2012;FALSE;The Angolan government signed a MoU formalizing the intention of cooperation for the rehabilitation, construction and expansion of the General Hospital of Luanda. According to the document, the new building will replace the previous one, built on the same site in 2006 and shut down four years ago after deficiencies were found in its construction. The creation of the new hospital, which has the capacity of more than 250 beds, should be concluded on July 2014. China Civil Engineering Group Co., a subsidiary of China Railway Engineering Corporation, has been selected to implement the project. The project will be financed by a 100 million RMB 'donation' from the Chinese government, however, the exact nature of this funding is unknown. STAFF_NOTES: the exact amount is ambiguous in resources.;120;Health;;Pipeline: Pledge;12;Vague-TBD;Angola;"http://global.factiva.com/aa/?ref=WDAN000020121102e8b20003h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020121101e8b1000c4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.portalangop.co.ao/motix/en_us/noticias/saude/2012/3/16/Angola-China-sign-memorandum-for-new-General-Hospital-Luanda,ea71cc03-64c9-4062-afec-d0ee306f2563.html, Media Report, including Wikileaks";3;;China Railway Engineering Group Co., Ltd., State-Owned Company;China Railway Engineering Group Co., Ltd., State-Owned Company;1;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;"http://global.factiva.com/aa/?ref=WDAN000020121102e8b20003h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020121101e8b1000c4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";100000000;CNY;1,189796;6,321113;13296396,01;15819998,79;;;;01. Jul 14;1;Angola;540;225;Angola;AGO;AO;24;614;FALSE;FALSE;FALSE;FALSE;;;;;;15.11.13 13:18;;"Li Jinzao, Chinese Vice Minister of Trade ; Jao Kexiang, Chinese Ambassador to Angola ; Zijun Zhang, ; Joanes AndrÃ©, State secretary for Public Works and Construction ; Junhua Yu, Director (China Civil Engineering Construction Corporation (CCECC)); Torres Bunga, provincial director of public works and infrastructure of Luanda";1
23366;China;Furniture and Vehicle Donation to Foreign Ministry;2009;FALSE;In 2009, a commitment was made from the Chinese Foreign Ministry to their counterpart in Malawi for the donation of furniture and transportation tools. A donation of furniture and vehicles to the Malawian Foreign Ministry was in progress of being delivered in February of 2009, worth an estimated $300,000. The current status of this project is unknown.;150;Government and Civil Society;;Implementation;2;In-kind Grant (Goods or Services);Malawi;"http://www.cablegatesearch.net/cable.php?id=09LILONGWE77, Media Report, including Wikileaks; http://mw.china-embassy.org/eng/dsxx/dsjh/t621077.htm, Government Source (Donor/Recipient)";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;300000;USD;1;1;300000;300000;01. Feb 09;;;;1;Malawi;553;253;Malawi;MWI;MW;454;676;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;;1
12;China;Furniture for Angolan Chancellory;2001;FALSE;On January 16, 2001, Chinese Minister Tang Jiaxuan committed a contribution of 200 million yuan in office furniture for the Angolan chancellory.;150;Government and Civil Society;;Completion;3;In-kind Grant (Goods or Services);Angola;"http://global.factiva.com/aa/?ref=bbcaf00020010709dx1i000di&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.fmprc.gov.cn/mfa_chn/wjdt_611265/wjbxw_611271/t6495.shtml, Government Source (Donor/Recipient)";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=bbcaf00020010709dx1i000di&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;200000000;CNY;0,601389524;8,277068333;40178858,69;24163144,72;;;;;1;Angola;540;225;Angola;AGO;AO;24;614;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;"Tang Jiaxuan, ; Joao Miranda,";1
91;China;GSM mobile telecommunication project;2004;FALSE;(PPIAF-ID:51) In 2004, Huawei signed a contract with Burundi to implement the 6 month Burundi GSM mobile telecommunication project. The project includes three parts: GSM mobile network extension from original 30000 users to 60000 users for the nation's capital Bujumbura and its neighborhood, and fixed access switching in three cities. The China Exim Bank provided 7.91 million USD financing for the 9.31 million USD project. The project was launched at the end of the first quarter of 2006.;220;Communications;"Telecom; Mobile assets";Completion;3;Monetary Grant (excluding debt forgiveness);Burundi;"http://www.telegeography.com/products/commsupdate/articles/2006/05/22/econet-acquires-65-stake-in-burundi-gsm-operator/, Other Official Source (non-Donor, non-Recipient); https://publications.worldbank.org/index.php?main_page=product_info&products_id=22946, Other Official Source (non-Donor, non-Recipient)";2;Export-Import Bank of China, Government Agency;Huawei Technologies Co., Ltd., Private Sector;"Huawei Technologies Co., Ltd., Private Sector; Export-Import Bank of China, Government Agency";2;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;;7910000;USD;0,663629447;1;11919302,31;7910000;;01. Apr 04;01. Mar 06;;1;Burundi;516;228;Burundi;BDI;BI;108;618;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:40;Bujumbura and its suburbs, three other cities;;1
30340;China;Galaxy Backbone ICT Project;2012;FALSE;In September 2012, China and Nigeria signed a loan agreement to develop a galaxy backbone ICT network to improve communications. The loan totaled 100 million USD and was given at a concessional rate of 2.5% interest, 20 year maturity, and 7 year grace period by the Exim Bank. This loan was signed at the same time as the Abuja Railway (ID #1851). The goal of the ICT project is to improve the government's efforts on security, connectivity, and providing resources to undeserved youths in rural areas and should be completed by 2015.;220;Communications;;Implementation;2;Loan (excluding debt rescheduling);Nigeria;"http://www.fmf.gov.ng/the-media/press-release/85-update-on-loan-facility-for-abuja-light-rail-new-airport-terminals-and-galaxy-backbone.html, Government Source (Donor/Recipient); http://www.fmf.gov.ng/the-media/press-release/84-abuja-light-rail-new-airport-terminals-to-be-completed-by-2015.html, Government Source (Donor/Recipient); http://www.vanguardngr.com/2012/09/fg-secures-1-1bn-loan-from-china/, Media Report, including Wikileaks; http://www.thisdaylive.com/articles/fg-china-exim-bank-seal-600m-deal-on-abuja-light-rail-galaxy-backbone/124857/, Media Report, including Wikileaks";4;Export-Import Bank of China, Government Agency;;Export-Import Bank of China, Government Agency;1;;;Checked;1;ODA-like;2;Development;1;Active;1;;100000000;USD;1,189796;1;84048021,68;100000000;;;;01. Jun 15;1;Nigeria;475;261;Nigeria;NGA;NG;566;694;FALSE;FALSE;FALSE;FALSE;Concessional;2,5;20;7;53,44;05.11.13 16:36;;;1
568;China;Gedem Cement Factory;2006;FALSE;On August 15, 2006, President Isayas Afewerki held talks with a Chinese delegation from the Export-Import Bank of China headed by VP Zhu Hongjie. The Chinese delegation was expected to observe the site and conduct a study on ways of extending a loan for the establishment of a cement factory in Gedem, Eritrea. The $80 million cement factory was completed in 2011, financed by Chinese preferential loans.;320;Industry, Mining, Construction;;Completion;3;Loan (excluding debt rescheduling);Eritrea;"http://www.madote.com/2011/12/eritrea-purchases-12-million-dollars.html, Media Report, including Wikileaks; http://allafrica.com/stories/201104191135.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=BBCAP00020060815e28f002e5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.cnme.com.cn/asp/dxxm_nei.asp?id=22, Implementing/Intermediary Agency Source";4;Export-Import Bank of China, Government Agency;;Export-Import Bank of China, Government Agency;1;;;Checked;1;Vague (Official Finance);5;Commercial;2;Active;1;http://global.factiva.com/aa/?ref=BBCAP00020060815e28f002e5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;80000000;USD;0,743052144;1;107664045,7;80000000;;;;31. Dec 11;1;Eritrea;531;271;Eritrea;ERI;ER;232;643;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:42;Gedem, Northern Red Sea Region (eastern Eritrea);Zhu Hongjie,;1
2198;China;General Grant;2003;FALSE;In November of 2003, Zambian President Mwanawasa disclosed that he had signed an agreement with the Chinese government to provide Zambia with a $6 million USD grant. $2 million USD would be in cash form and $4 million USD would go towards various projects to be initiated in the country. It is unclear how the funds were used, but the project appears to be untied.;998;Unallocated / Unspecified;;Pipeline: Commitment;11;Monetary Grant (excluding debt forgiveness);Zambia;http://global.factiva.com/aa/?ref=AFNWS00020031128dzbd000tp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020031128dzbd000tp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;6000000;USD;0,620702517;1;9666466,354;6000000;;;;;1;Zambia;551;288;Zambia;ZMB;ZM;894;754;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:04;;President Mwanawasa,;1
1158;China;General Grant from Hu Jintao;2009;FALSE;Hu Jintao made a historic visit to Mauritius on February 16, 2009, in which he committed, among other things, to grant $5 million to the island nation. Theses deals were signed by Hu Jintao and Navinchandra Ramgoolam, the Mauritian Prime Minister. The project financed with this amount has yet to be identified.The other two commitments made during this same visit are project ID#1156 ID#1157;998;Unallocated / Unspecified;;Pipeline: Commitment;11;Monetary Grant (excluding debt forgiveness);Mauritius;"http://www.gov.mu/portal/site/mfasite/menuitem.98ff0fe2743f2273af6d2f2ba0208a0c/?content_id=496cb4e090d8f110VgnVCM1000000a04a8c0RCRD, Government Source (Donor/Recipient); http://buzinessafrica.com/index.php?option=com_content&amp;view=article&amp;id=20%3Achina2&amp;catid=8%3Achina&amp;Itemid=11&amp;lang=en, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;5000000;USD;1;1;5000000;5000000;;;;;1;Mauritius;590;257;Mauritius;MUS;MU;480;684;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:05;;Navinchandra Ramgoolam,;1
1157;China;Generic Interest-Free Loan;2009;FALSE;Hu Jintao made a historic visit to Mauritius on February 16, 2009, in which he pledged, among other things, to loan $6.5 million interest-free to the island nation. Theses deals were signed by Hu Jintao and Navinchandra Ramgoolam, the Mauritian Prime Minister. The project financed with this amount has yet to be identified.The other two pledges made during this same visit are project ID#1156 ID#1158;998;Unallocated / Unspecified;;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Mauritius;"http://buzinessafrica.com/index.php?option=com_content&amp;view=article&amp;id=20%3Achina2&amp;catid=8%3Achina&amp;Itemid=11&amp;lang=en, Media Report, including Wikileaks";1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;6500000;USD;1;1;6500000;6500000;;;;;1;Mauritius;590;257;Mauritius;MUS;MU;480;684;FALSE;FALSE;FALSE;FALSE;Interest-Free;;;;;05.04.13 17:05;;Navinchandra Ramgoolam,;1
1839;China;Geo-Chemical Maps;2002;FALSE;In August 2002, Chinese Prime Minister Zhu Rongji and Moroccan Prime Minister Abderrahmane Youssoufi signed a draft on exchanging letters regarding the use of a CNY 5 million loan, which was signed on February 5, 2002, to finance and prepare geo-chemical maps in the Goulmim-Asmara area. The status of this project is uncertain.;150;Government and Civil Society;Geochemical Maps;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Morocco;http://global.factiva.com/aa/?ref=bbcmep0020020827dy8r00and&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;Vague (Official Finance);5;Mixed (Some Development);6;Active;1;http://global.factiva.com/aa/?ref=bbcmep0020020827dy8r00and&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;5000000;CNY;0,604910926;8,2769575;998637,4537;604086,707;;;;;1;Morocco;600;136;Morocco;MAR;MA;504;686;FALSE;FALSE;FALSE;FALSE;;;;;;27.03.13 23:30;Goulmim-Asmara area;;1
655;China;George Rawiri House;2007;FALSE;The 'House of Georges Rawiri,' forms part of an audiovisual complex of government buildings. It was built by the Chinese, and inaugurated by the Gabonese president in December 2007. Further information about the project's commitment date, flow type, contacts, financial amount and start date is unknown. STAFF_NOTE: It is unclear where the funding originates.;150;Government and Civil Society;;Completion;3;Unset;Gabon;"http://www.bdpgabon.org/articles/2008/08/15/gabon-jean-boniface-assele-fier-du-complexe-audiovisuel-%2525252525C2%2525252525AB-maison-georges-rawiri-%2525252525C2%2525252525BB/, NGO/Civil Society/Advocacy; http://vlex.cn/vid/gabon-communication-appreciates-gabono-67563116, Media Report, including Wikileaks";2;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;;;;;;;;;;01. Dec 07;;1;Gabon;481;239;Gabon;GAB;GA;266;646;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;;1
